Datum,von,bis,50Hertz (MW),Amprion (MW),TenneT TSO (MW),Transnet BW (MW)
03.02.2019,18:15,18:30,0,0,0,0
03.02.2019,18:30,18:45,0,0,0,0
03.02.2019,18:45,19:00,0,0,0,0
03.02.2019,19:00,19:15,0,0,0,0
03.02.2019,19:15,19:30,0,0,0,0
03.02.2019,19:30,19:45,0,0,0,0
03.02.2019,19:45,20:00,0,0,0,0
03.02.2019,20:00,20:15,0,0,0,0
03.02.2019,20:15,20:30,0,0,0,0
03.02.2019,20:30,20:45,0,0,0,0
03.02.2019,20:45,21:00,0,0,0,0
03.02.2019,21:00,21:15,0,0,0,0
03.02.2019,21:15,21:30,0,0,0,0
03.02.2019,21:30,21:45,0,0,0,0
03.02.2019,21:45,22:00,0,0,0,0
03.02.2019,22:00,22:15,0,0,0,0
03.02.2019,22:15,22:30,0,0,0,0
03.02.2019,22:30,22:45,0,0,0,0
03.02.2019,22:45,23:00,0,0,0,0
03.02.2019,23:00,23:15,0,0,0,0
03.02.2019,23:15,23:30,0,0,0,0
03.02.2019,23:30,23:45,0,0,0,0
03.02.2019,23:45,00:00,0,0,0,0
04.02.2019,00:00,00:15,0,0,0,0
04.02.2019,00:15,00:30,0,0,0,0
04.02.2019,00:30,00:45,0,0,0,0
04.02.2019,00:45,01:00,0,0,0,0
04.02.2019,01:00,01:15,0,0,0,0
04.02.2019,01:15,01:30,0,0,0,0
04.02.2019,01:30,01:45,0,0,0,0
04.02.2019,01:45,02:00,0,0,0,0
04.02.2019,02:00,02:15,0,0,0,0
04.02.2019,02:15,02:30,0,0,0,0
04.02.2019,02:30,02:45,0,0,0,0
04.02.2019,02:45,03:00,0,0,0,0
04.02.2019,03:00,03:15,0,0,0,0
04.02.2019,03:15,03:30,0,0,0,0
04.02.2019,03:30,03:45,0,0,0,0
04.02.2019,03:45,04:00,0,0,0,0
04.02.2019,04:00,04:15,0,0,0,0
04.02.2019,04:15,04:30,0,0,0,0
04.02.2019,04:30,04:45,0,0,0,0
04.02.2019,04:45,05:00,0,0,0,0
04.02.2019,05:00,05:15,0,0,0,0
04.02.2019,05:15,05:30,0,0,0,0
04.02.2019,05:30,05:45,0,0,0,0
04.02.2019,05:45,06:00,0,0,0,0
04.02.2019,06:00,06:15,0,0,0,0
04.02.2019,06:15,06:30,0,0,0,0
04.02.2019,06:30,06:45,0,0,0,0
04.02.2019,06:45,07:00,0,0,0,0
04.02.2019,07:00,07:15,0,0,"0,33",0
04.02.2019,07:15,07:30,0,0,0,0
04.02.2019,07:30,07:45,"0,03",0,"0,45",2
04.02.2019,07:45,08:00,"3,86",11,"20,06",11
04.02.2019,08:00,08:15,"54,45",20,"82,04",47
04.02.2019,08:15,08:30,"104,67",67,"178,62",113
04.02.2019,08:30,08:45,"165,39",148,"307,05",198
04.02.2019,08:45,09:00,"234,61",248,"447,27",290
04.02.2019,09:00,09:15,"315,96",367,"603,95",388
04.02.2019,09:15,09:30,"406,1",505,770,499
04.02.2019,09:30,09:45,"502,28",646,"944,19",614
04.02.2019,09:45,10:00,"604,15",780,"1116,11",726
04.02.2019,10:00,10:15,"711,56",906,"1282,04",831
04.02.2019,10:15,10:30,"815,65",1023,"1444,79",931
04.02.2019,10:30,10:45,"916,88",1130,"1597,89",1026
04.02.2019,10:45,11:00,"995,81",1227,"1744,43",1113
04.02.2019,11:00,11:15,"1063,63",1313,"1875,88",1189
04.02.2019,11:15,11:30,"1128,25",1387,"1990,53",1251
04.02.2019,11:30,11:45,"1177,37",1450,"2087,25",1304
04.02.2019,11:45,12:00,"1211,99",1500,"2173,47",1360
04.02.2019,12:00,12:15,"1239,81",1530,"2239,1",1408
04.02.2019,12:15,12:30,"1249,84",1554,2291,1456
04.02.2019,12:30,12:45,"1246,02",1568,"2316,74",1491
04.02.2019,12:45,13:00,"1227,1",1576,"2339,97",1514
04.02.2019,13:00,13:15,"1200,58",1574,"2343,67",1523
04.02.2019,13:15,13:30,"1154,07",1559,"2317,29",1514
04.02.2019,13:30,13:45,"1103,48",1534,"2266,49",1488
04.02.2019,13:45,14:00,"1034,65",1490,"2194,14",1437
04.02.2019,14:00,14:15,"957,31",1422,"2097,26",1372
04.02.2019,14:15,14:30,"853,66",1334,"1950,12",1279
04.02.2019,14:30,14:45,"728,86",1220,"1777,12",1173
04.02.2019,14:45,15:00,"621,98",1090,"1558,91",1059
04.02.2019,15:00,15:15,"524,02",952,"1338,28",936
04.02.2019,15:15,15:30,"417,84",806,"1133,56",793
04.02.2019,15:30,15:45,"320,39",658,"927,5",651
04.02.2019,15:45,16:00,"240,94",533,"724,89",516
04.02.2019,16:00,16:15,"169,71",398,"531,85",390
04.02.2019,16:15,16:30,"115,41",259,"339,92",267
04.02.2019,16:30,16:45,"64,81",150,"186,9",166
04.02.2019,16:45,17:00,"29,15",68,"74,98",89
04.02.2019,17:00,17:15,"0,5",20,"10,37",36
04.02.2019,17:15,17:30,0,2,0,11
04.02.2019,17:30,17:45,0,0,0,4
04.02.2019,17:45,18:00,0,0,0,1
04.02.2019,18:00,18:15,0,0,0,0
04.02.2019,18:15,18:30,0,0,0,0
04.02.2019,18:30,18:45,0,0,0,0
04.02.2019,18:45,19:00,0,0,0,0
04.02.2019,19:00,19:15,0,0,0,0
04.02.2019,19:15,19:30,0,0,0,0
04.02.2019,19:30,19:45,0,0,0,0
04.02.2019,19:45,20:00,0,0,0,0
04.02.2019,20:00,20:15,0,0,0,0
04.02.2019,20:15,20:30,0,0,0,0
04.02.2019,20:30,20:45,0,0,0,0
04.02.2019,20:45,21:00,0,0,0,0
04.02.2019,21:00,21:15,0,0,0,0
04.02.2019,21:15,21:30,0,0,0,0
04.02.2019,21:30,21:45,0,0,0,0
04.02.2019,21:45,22:00,0,0,0,0
04.02.2019,22:00,22:15,0,0,0,0
04.02.2019,22:15,22:30,0,0,0,0
04.02.2019,22:30,22:45,0,0,0,0
04.02.2019,22:45,23:00,0,0,0,0
04.02.2019,23:00,23:15,0,0,0,0
04.02.2019,23:15,23:30,0,0,0,0
04.02.2019,23:30,23:45,0,0,0,0
04.02.2019,23:45,00:00,0,0,0,0
05.02.2019,00:00,00:15,0,0,0,0
05.02.2019,00:15,00:30,0,0,0,0
05.02.2019,00:30,00:45,0,0,0,0
05.02.2019,00:45,01:00,0,0,0,0
05.02.2019,01:00,01:15,0,0,0,0
05.02.2019,01:15,01:30,0,0,0,0
05.02.2019,01:30,01:45,0,0,0,0
05.02.2019,01:45,02:00,0,0,0,0
05.02.2019,02:00,02:15,0,0,0,0
05.02.2019,02:15,02:30,0,0,0,0
05.02.2019,02:30,02:45,0,0,0,0
05.02.2019,02:45,03:00,0,0,0,0
05.02.2019,03:00,03:15,0,0,0,0
05.02.2019,03:15,03:30,0,0,0,0
05.02.2019,03:30,03:45,0,0,0,0
05.02.2019,03:45,04:00,0,0,0,0
05.02.2019,04:00,04:15,0,0,0,0
05.02.2019,04:15,04:30,0,0,0,0
05.02.2019,04:30,04:45,0,0,0,0
05.02.2019,04:45,05:00,0,0,0,0
05.02.2019,05:00,05:15,0,0,0,0
05.02.2019,05:15,05:30,0,0,0,0
05.02.2019,05:30,05:45,0,0,0,0
05.02.2019,05:45,06:00,0,0,0,0
05.02.2019,06:00,06:15,0,0,0,0
05.02.2019,06:15,06:30,0,0,0,0
05.02.2019,06:30,06:45,0,0,0,0
05.02.2019,06:45,07:00,0,0,0,0
05.02.2019,07:00,07:15,0,0,"0,33",1
05.02.2019,07:15,07:30,0,0,0,1
05.02.2019,07:30,07:45,"0,12",0,"1,84",3
05.02.2019,07:45,08:00,"3,76",14,"28,75",16
05.02.2019,08:00,08:15,"17,55",35,"116,49",71
05.02.2019,08:15,08:30,"35,62",79,"229,9",166
05.02.2019,08:30,08:45,"55,05",152,"369,75",278
05.02.2019,08:45,09:00,"79,89",222,"522,98",394
05.02.2019,09:00,09:15,"107,69",303,"687,78",513
05.02.2019,09:15,09:30,"137,18",380,"859,83",641
05.02.2019,09:30,09:45,"167,97",465,"1039,7",771
05.02.2019,09:45,10:00,"195,63",546,"1213,33",897
05.02.2019,10:00,10:15,"226,06",636,"1377,64",1013
05.02.2019,10:15,10:30,"254,99",730,"1536,83",1122
05.02.2019,10:30,10:45,"280,05",821,"1684,94",1223
05.02.2019,10:45,11:00,"304,36",909,"1818,35",1314
05.02.2019,11:00,11:15,"330,31",989,"1937,76",1394
05.02.2019,11:15,11:30,"352,69",1065,"2043,77",1464
05.02.2019,11:30,11:45,"373,73",1130,"2134,13",1525
05.02.2019,11:45,12:00,"390,17",1186,"2203,6",1575
05.02.2019,12:00,12:15,"405,05",1232,"2253,46",1614
05.02.2019,12:15,12:30,"415,38",1268,"2279,77",1637
05.02.2019,12:30,12:45,"421,68",1292,"2285,6",1648
05.02.2019,12:45,13:00,"422,78",1305,"2280,34",1652
05.02.2019,13:00,13:15,"421,57",1304,"2260,2",1643
05.02.2019,13:15,13:30,"415,1",1284,"2217,89",1619
05.02.2019,13:30,13:45,"400,46",1251,"2151,14",1582
05.02.2019,13:45,14:00,"379,63",1205,"2062,24",1532
05.02.2019,14:00,14:15,"356,61",1150,"1952,48",1467
05.02.2019,14:15,14:30,"330,05",1082,"1825,37",1386
05.02.2019,14:30,14:45,"299,76",986,"1668,49",1290
05.02.2019,14:45,15:00,"262,1",885,"1502,18",1183
05.02.2019,15:00,15:15,"224,2",780,"1327,51",1065
05.02.2019,15:15,15:30,"186,35",672,"1146,42",939
05.02.2019,15:30,15:45,"148,83",561,"951,96",807
05.02.2019,15:45,16:00,"113,29",460,"760,1",670
05.02.2019,16:00,16:15,"80,21",345,"571,02",533
05.02.2019,16:15,16:30,"52,17",234,"388,89",397
05.02.2019,16:30,16:45,"29,95",147,"229,35",267
05.02.2019,16:45,17:00,"13,01",75,"97,65",155
05.02.2019,17:00,17:15,"0,56",25,"19,05",67
05.02.2019,17:15,17:30,0,3,"0,19",20
05.02.2019,17:30,17:45,0,0,0,7
05.02.2019,17:45,18:00,0,0,0,2
05.02.2019,18:00,18:15,0,0,0,0
05.02.2019,18:15,18:30,0,0,0,0
05.02.2019,18:30,18:45,0,0,0,0
05.02.2019,18:45,19:00,0,0,0,0
05.02.2019,19:00,19:15,0,0,0,0
05.02.2019,19:15,19:30,0,0,0,0
05.02.2019,19:30,19:45,0,0,0,0
05.02.2019,19:45,20:00,0,0,0,0
05.02.2019,20:00,20:15,0,0,0,0
05.02.2019,20:15,20:30,0,0,0,0
05.02.2019,20:30,20:45,0,0,0,0
05.02.2019,20:45,21:00,0,0,0,0
05.02.2019,21:00,21:15,0,0,0,0
05.02.2019,21:15,21:30,0,0,0,0
05.02.2019,21:30,21:45,0,0,0,0
05.02.2019,21:45,22:00,0,0,0,0
05.02.2019,22:00,22:15,0,0,0,0
05.02.2019,22:15,22:30,0,0,0,0
05.02.2019,22:30,22:45,0,0,0,0
05.02.2019,22:45,23:00,0,0,0,0
05.02.2019,23:00,23:15,0,0,0,0
05.02.2019,23:15,23:30,0,0,0,0
05.02.2019,23:30,23:45,0,0,0,0
05.02.2019,23:45,00:00,0,0,0,0
06.02.2019,00:00,00:15,0,0,0,0
06.02.2019,00:15,00:30,0,0,0,0
06.02.2019,00:30,00:45,0,0,0,0
06.02.2019,00:45,01:00,0,0,0,0
06.02.2019,01:00,01:15,0,0,0,0
06.02.2019,01:15,01:30,0,0,0,0
06.02.2019,01:30,01:45,0,0,0,0
06.02.2019,01:45,02:00,0,0,0,0
06.02.2019,02:00,02:15,0,0,0,0
06.02.2019,02:15,02:30,0,0,0,0
06.02.2019,02:30,02:45,0,0,0,0
06.02.2019,02:45,03:00,0,0,0,0
06.02.2019,03:00,03:15,0,0,0,0
06.02.2019,03:15,03:30,0,0,0,0
06.02.2019,03:30,03:45,0,0,0,0
06.02.2019,03:45,04:00,0,0,0,0
06.02.2019,04:00,04:15,0,0,0,0
06.02.2019,04:15,04:30,0,0,0,0
06.02.2019,04:30,04:45,0,0,0,0
06.02.2019,04:45,05:00,0,0,0,0
06.02.2019,05:00,05:15,0,0,0,0
06.02.2019,05:15,05:30,0,0,0,0
06.02.2019,05:30,05:45,0,0,0,0
06.02.2019,05:45,06:00,0,0,0,0
06.02.2019,06:00,06:15,0,0,0,0
06.02.2019,06:15,06:30,0,0,0,0
06.02.2019,06:30,06:45,0,0,0,0
06.02.2019,06:45,07:00,0,0,0,0
06.02.2019,07:00,07:15,0,0,"0,33",0
06.02.2019,07:15,07:30,0,0,0,0
06.02.2019,07:30,07:45,"0,26",0,"3,15",2
06.02.2019,07:45,08:00,"7,6",15,"30,54",14
06.02.2019,08:00,08:15,"49,08",31,"116,36",80
06.02.2019,08:15,08:30,"90,76",82,"239,18",184
06.02.2019,08:30,08:45,"142,96",170,"384,94",302
06.02.2019,08:45,09:00,"204,44",265,"537,51",416
06.02.2019,09:00,09:15,"267,72",374,"693,83",532
06.02.2019,09:15,09:30,"335,36",483,"852,08",654
06.02.2019,09:30,09:45,"402,71",591,"1014,41",780
06.02.2019,09:45,10:00,"473,45",695,"1171,32",903
06.02.2019,10:00,10:15,"542,31",802,"1319,13",1016
06.02.2019,10:15,10:30,"607,46",907,"1457,87",1121
06.02.2019,10:30,10:45,"668,58",1006,"1587,36",1217
06.02.2019,10:45,11:00,"721,78",1097,"1704,18",1304
06.02.2019,11:00,11:15,"767,2",1180,"1807,65",1380
06.02.2019,11:15,11:30,"808,74",1255,"1898,72",1447
06.02.2019,11:30,11:45,"840,53",1321,"1975,56",1506
06.02.2019,11:45,12:00,"857,55",1374,"2038,01",1559
06.02.2019,12:00,12:15,"870,42",1414,"2085,88",1603
06.02.2019,12:15,12:30,"873,01",1444,"2118,74",1636
06.02.2019,12:30,12:45,"859,32",1457,"2132,58",1656
06.02.2019,12:45,13:00,"839,04",1456,"2128,51",1662
06.02.2019,13:00,13:15,"813,7",1445,"2110,19",1652
06.02.2019,13:15,13:30,"774,53",1423,"2072,09",1626
06.02.2019,13:30,13:45,"736,39",1388,"2012,58",1584
06.02.2019,13:45,14:00,"686,27",1340,"1932,13",1528
06.02.2019,14:00,14:15,"632,71",1281,"1831,3",1459
06.02.2019,14:15,14:30,"572,25",1213,"1710,88",1376
06.02.2019,14:30,14:45,"499,36",1121,"1564,47",1280
06.02.2019,14:45,15:00,"448,41",1020,"1410,93",1175
06.02.2019,15:00,15:15,"382,57",911,"1249,87",1061
06.02.2019,15:15,15:30,"318,61",797,"1082,67",939
06.02.2019,15:30,15:45,"257,49",672,"908,89",810
06.02.2019,15:45,16:00,"196,24",558,"736,82",679
06.02.2019,16:00,16:15,"142,53",435,"566,92",546
06.02.2019,16:15,16:30,"94,55",321,"398,12",415
06.02.2019,16:30,16:45,"56,25",205,"246,18",289
06.02.2019,16:45,17:00,"28,22",111,"114,52",174
06.02.2019,17:00,17:15,"1,13",41,"30,48",84
06.02.2019,17:15,17:30,0,6,"1,4",27
06.02.2019,17:30,17:45,0,0,0,10
06.02.2019,17:45,18:00,0,0,"0,33",3
06.02.2019,18:00,18:15,0,0,0,0
06.02.2019,18:15,18:30,0,0,0,0
06.02.2019,18:30,18:45,0,0,0,0
06.02.2019,18:45,19:00,0,0,0,0
06.02.2019,19:00,19:15,0,0,0,0
06.02.2019,19:15,19:30,0,0,0,0
06.02.2019,19:30,19:45,0,0,0,0
06.02.2019,19:45,20:00,0,0,0,0
06.02.2019,20:00,20:15,0,0,0,0
06.02.2019,20:15,20:30,0,0,0,0
06.02.2019,20:30,20:45,0,0,0,0
06.02.2019,20:45,21:00,0,0,0,0
06.02.2019,21:00,21:15,0,0,0,0
06.02.2019,21:15,21:30,0,0,0,0
06.02.2019,21:30,21:45,0,0,0,0
06.02.2019,21:45,22:00,0,0,0,0
06.02.2019,22:00,22:15,0,0,0,0
06.02.2019,22:15,22:30,0,0,0,0
06.02.2019,22:30,22:45,0,0,0,0
06.02.2019,22:45,23:00,0,0,0,0
06.02.2019,23:00,23:15,0,0,0,0
06.02.2019,23:15,23:30,0,0,0,0
06.02.2019,23:30,23:45,0,0,0,0
06.02.2019,23:45,00:00,0,0,0,0
07.02.2019,00:00,00:15,0,0,0,0
07.02.2019,00:15,00:30,0,0,0,0
07.02.2019,00:30,00:45,0,0,0,0
07.02.2019,00:45,01:00,0,0,0,0
07.02.2019,01:00,01:15,0,0,0,0
07.02.2019,01:15,01:30,0,0,0,0
07.02.2019,01:30,01:45,0,0,0,0
07.02.2019,01:45,02:00,0,0,0,0
07.02.2019,02:00,02:15,0,0,0,0
07.02.2019,02:15,02:30,0,0,0,0
07.02.2019,02:30,02:45,0,0,0,0
07.02.2019,02:45,03:00,0,0,0,0
07.02.2019,03:00,03:15,0,0,0,0
07.02.2019,03:15,03:30,0,0,0,0
07.02.2019,03:30,03:45,0,0,0,0
07.02.2019,03:45,04:00,0,0,0,0
07.02.2019,04:00,04:15,0,0,0,0
07.02.2019,04:15,04:30,0,0,0,0
07.02.2019,04:30,04:45,0,0,0,0
07.02.2019,04:45,05:00,0,0,0,0
07.02.2019,05:00,05:15,0,0,0,0
07.02.2019,05:15,05:30,0,0,0,0
07.02.2019,05:30,05:45,0,0,0,0
07.02.2019,05:45,06:00,0,0,0,0
07.02.2019,06:00,06:15,0,0,0,0
07.02.2019,06:15,06:30,0,0,0,0
07.02.2019,06:30,06:45,0,0,0,0
07.02.2019,06:45,07:00,0,0,0,0
07.02.2019,07:00,07:15,0,0,"0,33",0
07.02.2019,07:15,07:30,0,0,"0,33",0
07.02.2019,07:30,07:45,"0,33",0,"5,07",1
07.02.2019,07:45,08:00,"6,35",15,"22,56",5
07.02.2019,08:00,08:15,"21,21",26,"65,79",19
07.02.2019,08:15,08:30,"38,08",54,"124,29",41
07.02.2019,08:30,08:45,"54,57",109,"198,1",82
07.02.2019,08:45,09:00,"79,33",168,"275,37",98
07.02.2019,09:00,09:15,"104,21",236,"354,29",120
07.02.2019,09:15,09:30,"128,8",306,"434,28",148
07.02.2019,09:30,09:45,"154,16",375,"515,54",175
07.02.2019,09:45,10:00,"178,69",440,"593,91",201
07.02.2019,10:00,10:15,"202,78",505,"672,32",225
07.02.2019,10:15,10:30,"223,34",597,"750,81",251
07.02.2019,10:30,10:45,"244,3",684,"827,71",275
07.02.2019,10:45,11:00,"263,05",770,"902,55",298
07.02.2019,11:00,11:15,"279,34",856,"973,7",320
07.02.2019,11:15,11:30,"293,98",942,"1038,72",339
07.02.2019,11:30,11:45,"304,51",1020,"1089,09",357
07.02.2019,11:45,12:00,"308,9",1098,"1130,03",374
07.02.2019,12:00,12:15,"312,2",1169,"1162,64",389
07.02.2019,12:15,12:30,"314,53",1232,"1187,19",397
07.02.2019,12:30,12:45,"311,38",1279,"1198,7",399
07.02.2019,12:45,13:00,"306,51",1314,"1199,27",391
07.02.2019,13:00,13:15,"298,35",1337,"1192,22",382
07.02.2019,13:15,13:30,"288,15",1346,"1177,23",373
07.02.2019,13:30,13:45,"276,01",1332,"1150,33",361
07.02.2019,13:45,14:00,"263,76",1305,"1107,08",347
07.02.2019,14:00,14:15,"248,93",1263,"1050,53",331
07.02.2019,14:15,14:30,"233,64",1205,"979,51",314
07.02.2019,14:30,14:45,"211,3",1122,"895,01",294
07.02.2019,14:45,15:00,"190,94",1025,"805,86",270
07.02.2019,15:00,15:15,"169,93",911,"714,63",245
07.02.2019,15:15,15:30,"145,1",786,"620,01",218
07.02.2019,15:30,15:45,"120,37",649,"520,19",189
07.02.2019,15:45,16:00,"92,54",522,"417,54",158
07.02.2019,16:00,16:15,"67,75",393,"317,7",127
07.02.2019,16:15,16:30,"45,8",269,"221,84",97
07.02.2019,16:30,16:45,"27,05",180,"136,25",68
07.02.2019,16:45,17:00,"12,45",96,"68,02",40
07.02.2019,17:00,17:15,"1,03",37,"23,35",21
07.02.2019,17:15,17:30,0,7,"4,43",9
07.02.2019,17:30,17:45,0,0,"0,98",3
07.02.2019,17:45,18:00,0,0,"0,65",1
07.02.2019,18:00,18:15,0,0,0,0
07.02.2019,18:15,18:30,0,0,0,0
07.02.2019,18:30,18:45,0,0,0,0
07.02.2019,18:45,19:00,0,0,0,0
07.02.2019,19:00,19:15,0,0,0,0
07.02.2019,19:15,19:30,0,0,0,0
07.02.2019,19:30,19:45,0,0,0,0
07.02.2019,19:45,20:00,0,0,0,0
07.02.2019,20:00,20:15,0,0,0,0
07.02.2019,20:15,20:30,0,0,0,0
07.02.2019,20:30,20:45,0,0,0,0
07.02.2019,20:45,21:00,0,0,0,0
07.02.2019,21:00,21:15,0,0,0,0
07.02.2019,21:15,21:30,0,0,0,0
07.02.2019,21:30,21:45,0,0,0,0
07.02.2019,21:45,22:00,0,0,0,0
07.02.2019,22:00,22:15,0,0,0,0
07.02.2019,22:15,22:30,0,0,0,0
07.02.2019,22:30,22:45,0,0,0,0
07.02.2019,22:45,23:00,0,0,0,0
07.02.2019,23:00,23:15,0,0,0,0
07.02.2019,23:15,23:30,0,0,0,0
07.02.2019,23:30,23:45,0,0,0,0
07.02.2019,23:45,00:00,0,0,0,0
08.02.2019,00:00,00:15,0,0,0,0
08.02.2019,00:15,00:30,0,0,0,0
08.02.2019,00:30,00:45,0,0,0,0
08.02.2019,00:45,01:00,0,0,0,0
08.02.2019,01:00,01:15,0,0,0,0
08.02.2019,01:15,01:30,0,0,0,0
08.02.2019,01:30,01:45,0,0,0,0
08.02.2019,01:45,02:00,0,0,0,0
08.02.2019,02:00,02:15,0,0,0,0
08.02.2019,02:15,02:30,0,0,0,0
08.02.2019,02:30,02:45,0,0,0,0
08.02.2019,02:45,03:00,0,0,0,0
08.02.2019,03:00,03:15,0,0,0,0
08.02.2019,03:15,03:30,0,0,0,0
08.02.2019,03:30,03:45,0,0,0,0
08.02.2019,03:45,04:00,0,0,0,0
08.02.2019,04:00,04:15,0,0,0,0
08.02.2019,04:15,04:30,0,0,0,0
08.02.2019,04:30,04:45,0,0,0,0
08.02.2019,04:45,05:00,0,0,0,0
08.02.2019,05:00,05:15,0,0,0,0
08.02.2019,05:15,05:30,0,0,0,0
08.02.2019,05:30,05:45,0,0,0,0
08.02.2019,05:45,06:00,0,0,0,0
08.02.2019,06:00,06:15,0,0,0,0
08.02.2019,06:15,06:30,0,0,0,0
08.02.2019,06:30,06:45,0,0,0,0
08.02.2019,06:45,07:00,0,0,0,0
08.02.2019,07:00,07:15,0,0,"0,65",0
08.02.2019,07:15,07:30,0,0,"1,3",1
08.02.2019,07:30,07:45,"0,69",0,"7,85",2
08.02.2019,07:45,08:00,"11,42",17,"37,38",14
08.02.2019,08:00,08:15,"56,43",43,"113,07",67
08.02.2019,08:15,08:30,"96,87",84,"212,33",151
08.02.2019,08:30,08:45,"143,5",149,"328,01",244
08.02.2019,08:45,09:00,"204,21",218,"452,75",339
08.02.2019,09:00,09:15,"263,86",298,"586,74",436
08.02.2019,09:15,09:30,"324,12",378,"728,58",544
08.02.2019,09:30,09:45,"382,86",459,"877,57",655
08.02.2019,09:45,10:00,"442,09",532,"1024,17",762
08.02.2019,10:00,10:15,"502,63",603,"1168,62",864
08.02.2019,10:15,10:30,"553,05",672,"1310,38",963
08.02.2019,10:30,10:45,"605,49",743,"1444,24",1054
08.02.2019,10:45,11:00,"648,97",809,"1567,19",1135
08.02.2019,11:00,11:15,"688,22",870,"1678,2",1206
08.02.2019,11:15,11:30,"720,41",925,"1776,58",1268
08.02.2019,11:30,11:45,"746,77",971,"1851,71",1319
08.02.2019,11:45,12:00,"762,69",1009,"1907,26",1357
08.02.2019,12:00,12:15,"771,82",1038,"1945,08",1382
08.02.2019,12:15,12:30,"774,94",1057,"1960,41",1394
08.02.2019,12:30,12:45,"762,31",1066,"1957,26",1394
08.02.2019,12:45,13:00,"741,15",1067,"1943,32",1385
08.02.2019,13:00,13:15,"719,81",1064,"1916,08",1363
08.02.2019,13:15,13:30,"684,22",1057,"1869,66",1325
08.02.2019,13:30,13:45,"645,7",1034,"1808,53",1277
08.02.2019,13:45,14:00,"601,85",999,"1731,27",1219
08.02.2019,14:00,14:15,"552,84",954,"1638,68",1153
08.02.2019,14:15,14:30,"501,82",895,"1532,65",1077
08.02.2019,14:30,14:45,"435,75",820,"1400,68",995
08.02.2019,14:45,15:00,"382,66",738,"1263,52",909
08.02.2019,15:00,15:15,"324,74",649,"1117,85",816
08.02.2019,15:15,15:30,"271,14",554,"965,6",716
08.02.2019,15:30,15:45,"218,91",463,"808,12",612
08.02.2019,15:45,16:00,"170,13",377,"655,13",507
08.02.2019,16:00,16:15,"123,04",289,"502,13",403
08.02.2019,16:15,16:30,"83,23",207,"354,32",305
08.02.2019,16:30,16:45,"51,08",140,"223,81",213
08.02.2019,16:45,17:00,"24,84",76,"112,47",131
08.02.2019,17:00,17:15,"13,24",29,"36,71",65
08.02.2019,17:15,17:30,0,5,"7,04",23
08.02.2019,17:30,17:45,0,0,"1,63",7
08.02.2019,17:45,18:00,0,0,"0,98",2
08.02.2019,18:00,18:15,0,0,0,0
08.02.2019,18:15,18:30,0,0,0,0
08.02.2019,18:30,18:45,0,0,0,0
08.02.2019,18:45,19:00,0,0,0,0
08.02.2019,19:00,19:15,0,0,0,0
08.02.2019,19:15,19:30,0,0,0,0
08.02.2019,19:30,19:45,0,0,0,0
08.02.2019,19:45,20:00,0,0,0,0
08.02.2019,20:00,20:15,0,0,0,0
08.02.2019,20:15,20:30,0,0,0,0
08.02.2019,20:30,20:45,0,0,0,0
08.02.2019,20:45,21:00,0,0,0,0
08.02.2019,21:00,21:15,0,0,0,0
08.02.2019,21:15,21:30,0,0,0,0
08.02.2019,21:30,21:45,0,0,0,0
08.02.2019,21:45,22:00,0,0,0,0
08.02.2019,22:00,22:15,0,0,0,0
08.02.2019,22:15,22:30,0,0,0,0
08.02.2019,22:30,22:45,0,0,0,0
08.02.2019,22:45,23:00,0,0,0,0
08.02.2019,23:00,23:15,0,0,0,0
08.02.2019,23:15,23:30,0,0,0,0
08.02.2019,23:30,23:45,0,0,0,0
08.02.2019,23:45,00:00,0,0,0,0
09.02.2019,00:00,00:15,0,0,0,0
09.02.2019,00:15,00:30,0,0,0,0
09.02.2019,00:30,00:45,0,0,0,0
09.02.2019,00:45,01:00,0,0,0,0
09.02.2019,01:00,01:15,0,0,0,0
09.02.2019,01:15,01:30,0,0,0,0
09.02.2019,01:30,01:45,0,0,0,0
09.02.2019,01:45,02:00,0,0,0,0
09.02.2019,02:00,02:15,0,0,0,0
09.02.2019,02:15,02:30,0,0,0,0
09.02.2019,02:30,02:45,0,0,0,0
09.02.2019,02:45,03:00,0,0,0,0
09.02.2019,03:00,03:15,0,0,0,0
09.02.2019,03:15,03:30,0,0,0,0
09.02.2019,03:30,03:45,0,0,0,0
09.02.2019,03:45,04:00,0,0,0,0
09.02.2019,04:00,04:15,0,0,0,0
09.02.2019,04:15,04:30,0,0,0,0
09.02.2019,04:30,04:45,0,0,0,0
09.02.2019,04:45,05:00,0,0,0,0
09.02.2019,05:00,05:15,0,0,0,0
09.02.2019,05:15,05:30,0,0,0,0
09.02.2019,05:30,05:45,0,0,0,0
09.02.2019,05:45,06:00,0,0,0,0
09.02.2019,06:00,06:15,0,0,0,0
09.02.2019,06:15,06:30,0,0,0,0
09.02.2019,06:30,06:45,0,0,0,0
09.02.2019,06:45,07:00,0,0,0,0
09.02.2019,07:00,07:15,0,0,"0,65",0
09.02.2019,07:15,07:30,0,0,"1,3",0
09.02.2019,07:30,07:45,"1,06",1,"7,7",0
09.02.2019,07:45,08:00,"12,83",15,"34,52",0
09.02.2019,08:00,08:15,"55,94",47,"102,69",48
09.02.2019,08:15,08:30,"97,67",105,"197,51",125
09.02.2019,08:30,08:45,"146,56",207,"320,59",212
09.02.2019,08:45,09:00,"206,6",322,"459,81",309
09.02.2019,09:00,09:15,"269,04",454,"610,8",414
