Datum,von,bis,50Hertz (MW),Amprion (MW),TenneT TSO (MW),Transnet BW (MW)
09.02.2019,09:15,09:30,"334,69",583,"772,31",513
09.02.2019,09:30,09:45,"405,47",721,"942,05",609
09.02.2019,09:45,10:00,"481,79",857,"1115,58",699
09.02.2019,10:00,10:15,"558,55",997,"1293,61",788
09.02.2019,10:15,10:30,"635,33",1138,"1478,8",873
09.02.2019,10:30,10:45,"702,63",1264,"1667,23",950
09.02.2019,10:45,11:00,"765,4",1383,"1856,45",1021
09.02.2019,11:00,11:15,"821,85",1491,"2043,75",1087
09.02.2019,11:15,11:30,"870,65",1588,"2225,2",1144
09.02.2019,11:30,11:45,"913,99",1665,"2374,38",1192
09.02.2019,11:45,12:00,"945,21",1724,"2498,3",1232
09.02.2019,12:00,12:15,"972,28",1780,"2599,5",1266
09.02.2019,12:15,12:30,"992,25",1831,"2659,73",1291
09.02.2019,12:30,12:45,"1000,41",1874,"2674,72",1310
09.02.2019,12:45,13:00,"1002,46",1905,"2668,33",1319
09.02.2019,13:00,13:15,"997,14",1905,"2640,28",1311
09.02.2019,13:15,13:30,"978,23",1864,"2580,84",1282
09.02.2019,13:30,13:45,"948,01",1803,"2505,02",1237
09.02.2019,13:45,14:00,"904,93",1729,"2417,97",1186
09.02.2019,14:00,14:15,"854,32",1638,"2305,11",1128
09.02.2019,14:15,14:30,"792,09",1532,"2162,35",1058
09.02.2019,14:30,14:45,"691,37",1401,"1992,6",981
09.02.2019,14:45,15:00,"608,27",1261,"1811,1",899
09.02.2019,15:00,15:15,"526,6",1109,"1619,43",811
09.02.2019,15:15,15:30,"447,75",957,"1421,18",716
09.02.2019,15:30,15:45,"367,39",798,"1209,39",614
09.02.2019,15:45,16:00,"286,63",651,"993,7",510
09.02.2019,16:00,16:15,"212,84",511,"771,2",407
09.02.2019,16:15,16:30,"144,16",377,"542,09",305
09.02.2019,16:30,16:45,"89,05",237,"331,96",206
09.02.2019,16:45,17:00,"47,23",126,"164,77",119
09.02.2019,17:00,17:15,27,52,"57,62",53
09.02.2019,17:15,17:30,"0,05",11,"13,37",12
09.02.2019,17:30,17:45,0,0,"3,9",0
09.02.2019,17:45,18:00,0,0,"1,63",2
09.02.2019,18:00,18:15,0,0,0,0
09.02.2019,18:15,18:30,0,0,0,0
09.02.2019,18:30,18:45,0,0,0,0
09.02.2019,18:45,19:00,0,0,0,0
09.02.2019,19:00,19:15,0,0,0,0
09.02.2019,19:15,19:30,0,0,0,0
09.02.2019,19:30,19:45,0,0,0,0
09.02.2019,19:45,20:00,0,0,0,0
09.02.2019,20:00,20:15,0,0,0,0
09.02.2019,20:15,20:30,0,0,0,0
09.02.2019,20:30,20:45,0,0,0,0
09.02.2019,20:45,21:00,0,0,0,0
09.02.2019,21:00,21:15,0,0,0,0
09.02.2019,21:15,21:30,0,0,0,0
09.02.2019,21:30,21:45,0,0,0,0
09.02.2019,21:45,22:00,0,0,0,0
09.02.2019,22:00,22:15,0,0,0,0
09.02.2019,22:15,22:30,0,0,0,0
09.02.2019,22:30,22:45,0,0,0,0
09.02.2019,22:45,23:00,0,0,0,0
09.02.2019,23:00,23:15,0,0,0,0
09.02.2019,23:15,23:30,0,0,0,0
09.02.2019,23:30,23:45,0,0,0,0
09.02.2019,23:45,00:00,0,0,0,0
10.02.2019,00:00,00:15,0,0,0,0
10.02.2019,00:15,00:30,0,0,0,0
10.02.2019,00:30,00:45,0,0,0,0
10.02.2019,00:45,01:00,0,0,0,0
10.02.2019,01:00,01:15,0,0,0,0
10.02.2019,01:15,01:30,0,0,0,0
10.02.2019,01:30,01:45,0,0,0,0
10.02.2019,01:45,02:00,0,0,0,0
10.02.2019,02:00,02:15,0,0,0,0
10.02.2019,02:15,02:30,0,0,0,0
10.02.2019,02:30,02:45,0,0,0,0
10.02.2019,02:45,03:00,0,0,0,0
10.02.2019,03:00,03:15,0,0,0,0
10.02.2019,03:15,03:30,0,0,0,0
10.02.2019,03:30,03:45,0,0,0,0
10.02.2019,03:45,04:00,0,0,0,0
10.02.2019,04:00,04:15,0,0,0,0
10.02.2019,04:15,04:30,0,0,0,0
10.02.2019,04:30,04:45,0,0,0,0
10.02.2019,04:45,05:00,0,0,0,0
10.02.2019,05:00,05:15,0,0,0,0
10.02.2019,05:15,05:30,0,0,0,0
10.02.2019,05:30,05:45,0,0,0,0
10.02.2019,05:45,06:00,0,0,0,0
10.02.2019,06:00,06:15,0,0,0,0
10.02.2019,06:15,06:30,0,0,0,0
10.02.2019,06:30,06:45,0,0,0,0
10.02.2019,06:45,07:00,0,0,0,0
10.02.2019,07:00,07:15,0,0,"0,65",0
10.02.2019,07:15,07:30,0,0,"1,95",0
10.02.2019,07:30,07:45,"1,04",1,"10,31",0
10.02.2019,07:45,08:00,"18,07",14,"36,62",0
10.02.2019,08:00,08:15,"28,12",33,"90,48",14
10.02.2019,08:15,08:30,"40,36",63,"157,13",39
10.02.2019,08:30,08:45,"50,41",105,"236,27",71
10.02.2019,08:45,09:00,"67,16",146,"320,17",110
10.02.2019,09:00,09:15,"83,9",188,"404,74",151
10.02.2019,09:15,09:30,"99,77",233,"495,61",191
10.02.2019,09:30,09:45,"115,88",274,"589,88",232
10.02.2019,09:45,10:00,"132,79",311,"684,13",274
10.02.2019,10:00,10:15,"149,15",346,"778,55",315
10.02.2019,10:15,10:30,"162,07",384,"871,87",357
10.02.2019,10:30,10:45,"177,81",421,"962,77",400
10.02.2019,10:45,11:00,"191,56",451,"1046,56",442
10.02.2019,11:00,11:15,"202,55",480,"1121,29",481
10.02.2019,11:15,11:30,"209,34",517,"1187,71",515
10.02.2019,11:30,11:45,"216,85",550,"1239,83",541
10.02.2019,11:45,12:00,"221,56",579,"1274,2",554
10.02.2019,12:00,12:15,"222,6",609,"1289,86",562
10.02.2019,12:15,12:30,"224,32",640,"1286,2",552
10.02.2019,12:30,12:45,"222,87",656,"1268,02",527
10.02.2019,12:45,13:00,"218,47",660,"1241,52",510
10.02.2019,13:00,13:15,"210,82",652,"1209,49",490
10.02.2019,13:15,13:30,"203,68",629,"1170,77",461
10.02.2019,13:30,13:45,"193,84",596,"1121,55",427
10.02.2019,13:45,14:00,"182,76",557,"1063,28",389
10.02.2019,14:00,14:15,"170,12",516,"998,34",352
10.02.2019,14:15,14:30,"157,45",474,926,320
10.02.2019,14:30,14:45,"147,18",427,"842,85",289
10.02.2019,14:45,15:00,"129,48",379,"754,79",259
10.02.2019,15:00,15:15,"114,86",330,"662,24",230
10.02.2019,15:15,15:30,"96,95",278,"564,19",198
10.02.2019,15:30,15:45,"80,4",226,"463,48",165
10.02.2019,15:45,16:00,"64,17",181,368,133
10.02.2019,16:00,16:15,"46,82",140,"277,79",103
10.02.2019,16:15,16:30,"33,69",102,"195,36",75
10.02.2019,16:30,16:45,"22,23",70,"125,05",50
10.02.2019,16:45,17:00,"11,67",44,"68,3",29
10.02.2019,17:00,17:15,"5,31",23,"27,03",13
10.02.2019,17:15,17:30,"0,04",6,"6,85",1
10.02.2019,17:30,17:45,0,0,"1,95",0
10.02.2019,17:45,18:00,0,0,"0,65",1
10.02.2019,18:00,18:15,0,0,0,0
10.02.2019,18:15,18:30,0,0,0,0
10.02.2019,18:30,18:45,0,0,0,0
10.02.2019,18:45,19:00,0,0,0,0
10.02.2019,19:00,19:15,0,0,0,0
10.02.2019,19:15,19:30,0,0,0,0
10.02.2019,19:30,19:45,0,0,0,0
10.02.2019,19:45,20:00,0,0,0,0
10.02.2019,20:00,20:15,0,0,0,0
10.02.2019,20:15,20:30,0,0,0,0
10.02.2019,20:30,20:45,0,0,0,0
10.02.2019,20:45,21:00,0,0,0,0
10.02.2019,21:00,21:15,0,0,0,0
10.02.2019,21:15,21:30,0,0,0,0
10.02.2019,21:30,21:45,0,0,0,0
10.02.2019,21:45,22:00,0,0,0,0
10.02.2019,22:00,22:15,0,0,0,0
10.02.2019,22:15,22:30,0,0,0,0
10.02.2019,22:30,22:45,0,0,0,0
10.02.2019,22:45,23:00,0,0,0,0
10.02.2019,23:00,23:15,0,0,0,0
10.02.2019,23:15,23:30,0,0,0,0
10.02.2019,23:30,23:45,0,0,0,0
10.02.2019,23:45,00:00,0,0,0,0
11.02.2019,00:00,00:15,0,0,0,0
11.02.2019,00:15,00:30,0,0,0,0
11.02.2019,00:30,00:45,0,0,0,0
11.02.2019,00:45,01:00,0,0,0,0
11.02.2019,01:00,01:15,0,0,0,0
11.02.2019,01:15,01:30,0,0,0,0
11.02.2019,01:30,01:45,0,0,0,0
11.02.2019,01:45,02:00,0,0,0,0
11.02.2019,02:00,02:15,0,0,0,0
11.02.2019,02:15,02:30,0,0,0,0
11.02.2019,02:30,02:45,0,0,0,0
11.02.2019,02:45,03:00,0,0,0,0
11.02.2019,03:00,03:15,0,0,0,0
11.02.2019,03:15,03:30,0,0,0,0
11.02.2019,03:30,03:45,0,0,0,0
11.02.2019,03:45,04:00,0,0,0,0
11.02.2019,04:00,04:15,0,0,0,0
11.02.2019,04:15,04:30,0,0,0,0
11.02.2019,04:30,04:45,0,0,0,0
11.02.2019,04:45,05:00,0,0,0,0
11.02.2019,05:00,05:15,0,0,0,0
11.02.2019,05:15,05:30,0,0,0,0
11.02.2019,05:30,05:45,0,0,0,0
11.02.2019,05:45,06:00,0,0,0,0
11.02.2019,06:00,06:15,0,0,0,0
11.02.2019,06:15,06:30,0,0,0,0
11.02.2019,06:30,06:45,0,0,0,0
11.02.2019,06:45,07:00,0,0,0,0
11.02.2019,07:00,07:15,0,0,"0,65",0
11.02.2019,07:15,07:30,0,0,"2,02",0
11.02.2019,07:30,07:45,"1,83",2,"9,75",0
11.02.2019,07:45,08:00,"20,03",12,"32,68",4
11.02.2019,08:00,08:15,"38,26",32,"78,73",26
11.02.2019,08:15,08:30,"64,76",78,"160,77",57
11.02.2019,08:30,08:45,"96,48",146,"262,09",94
11.02.2019,08:45,09:00,"131,95",226,"373,19",134
11.02.2019,09:00,09:15,"171,66",315,"489,23",175
11.02.2019,09:15,09:30,"212,2",406,"618,13",215
11.02.2019,09:30,09:45,"255,34",503,"753,17",256
11.02.2019,09:45,10:00,"300,19",594,"880,56",299
11.02.2019,10:00,10:15,"346,06",685,"1006,33",342
11.02.2019,10:15,10:30,"389,86",776,"1133,16",385
11.02.2019,10:30,10:45,"436,8",862,"1255,36",423
11.02.2019,10:45,11:00,"481,39",942,"1363,39",458
11.02.2019,11:00,11:15,"525,28",1023,"1456,27",489
11.02.2019,11:15,11:30,"567,94",1111,"1535,63",516
11.02.2019,11:30,11:45,"605,24",1208,"1603,4",543
11.02.2019,11:45,12:00,"634,32",1306,"1661,56",564
11.02.2019,12:00,12:15,"655,93",1386,"1708,77",583
11.02.2019,12:15,12:30,"676,68",1440,"1742,94",591
11.02.2019,12:30,12:45,"682,89",1483,"1762,18",593
11.02.2019,12:45,13:00,"687,06",1519,"1771,87",595
11.02.2019,13:00,13:15,"679,88",1545,"1769,66",592
11.02.2019,13:15,13:30,"666,16",1552,"1753,68",590
11.02.2019,13:30,13:45,"644,08",1529,"1729,96",582
11.02.2019,13:45,14:00,"617,58",1488,"1685,71",576
11.02.2019,14:00,14:15,"584,32",1429,"1620,97",564
11.02.2019,14:15,14:30,"548,1",1356,"1532,58",538
11.02.2019,14:30,14:45,"499,02",1257,"1420,23",501
11.02.2019,14:45,15:00,"454,22",1147,"1297,47",457
11.02.2019,15:00,15:15,"401,05",1032,"1168,67",411
11.02.2019,15:15,15:30,"345,2",916,"1032,83",367
11.02.2019,15:30,15:45,"289,01",790,"883,64",319
11.02.2019,15:45,16:00,"230,98",672,"728,33",264
11.02.2019,16:00,16:15,"174,44",538,"572,28",210
11.02.2019,16:15,16:30,"125,14",398,"410,61",157
11.02.2019,16:30,16:45,"81,97",276,"263,47",107
11.02.2019,16:45,17:00,"49,19",152,"148,45",70
11.02.2019,17:00,17:15,"29,55",67,"64,83",37
11.02.2019,17:15,17:30,"0,21",21,"20,66",12
11.02.2019,17:30,17:45,0,1,"6,83",1
11.02.2019,17:45,18:00,0,0,"2,28",1
11.02.2019,18:00,18:15,0,0,0,0
11.02.2019,18:15,18:30,0,0,0,0
11.02.2019,18:30,18:45,0,0,0,0
11.02.2019,18:45,19:00,0,0,0,0
11.02.2019,19:00,19:15,0,0,0,0
11.02.2019,19:15,19:30,0,0,0,0
11.02.2019,19:30,19:45,0,0,0,0
11.02.2019,19:45,20:00,0,0,0,0
11.02.2019,20:00,20:15,0,0,0,0
11.02.2019,20:15,20:30,0,0,0,0
11.02.2019,20:30,20:45,0,0,0,0
11.02.2019,20:45,21:00,0,0,0,0
11.02.2019,21:00,21:15,0,0,0,0
11.02.2019,21:15,21:30,0,0,0,0
11.02.2019,21:30,21:45,0,0,0,0
11.02.2019,21:45,22:00,0,0,0,0
11.02.2019,22:00,22:15,0,0,0,0
11.02.2019,22:15,22:30,0,0,0,0
11.02.2019,22:30,22:45,0,0,0,0
11.02.2019,22:45,23:00,0,0,0,0
11.02.2019,23:00,23:15,0,0,0,0
11.02.2019,23:15,23:30,0,0,0,0
11.02.2019,23:30,23:45,0,0,0,0
11.02.2019,23:45,00:00,0,0,0,0
12.02.2019,00:00,00:15,0,0,0,0
12.02.2019,00:15,00:30,0,0,0,0
12.02.2019,00:30,00:45,0,0,0,0
12.02.2019,00:45,01:00,0,0,0,0
12.02.2019,01:00,01:15,0,0,0,0
12.02.2019,01:15,01:30,0,0,0,0
12.02.2019,01:30,01:45,0,0,0,0
12.02.2019,01:45,02:00,0,0,0,0
12.02.2019,02:00,02:15,0,0,0,0
12.02.2019,02:15,02:30,0,0,0,0
12.02.2019,02:30,02:45,0,0,0,0
12.02.2019,02:45,03:00,0,0,0,0
12.02.2019,03:00,03:15,0,0,0,0
12.02.2019,03:15,03:30,0,0,0,0
12.02.2019,03:30,03:45,0,0,0,0
12.02.2019,03:45,04:00,0,0,0,0
12.02.2019,04:00,04:15,0,0,0,0
12.02.2019,04:15,04:30,0,0,0,0
12.02.2019,04:30,04:45,0,0,0,0
12.02.2019,04:45,05:00,0,0,0,0
12.02.2019,05:00,05:15,0,0,0,0
12.02.2019,05:15,05:30,0,0,0,0
12.02.2019,05:30,05:45,0,0,0,0
12.02.2019,05:45,06:00,0,0,0,0
12.02.2019,06:00,06:15,0,0,0,0
12.02.2019,06:15,06:30,0,0,0,0
12.02.2019,06:30,06:45,0,0,0,0
12.02.2019,06:45,07:00,0,0,0,0
12.02.2019,07:00,07:15,0,0,"1,3",0
12.02.2019,07:15,07:30,"0,05",0,"3,57",0
12.02.2019,07:30,07:45,"3,67",5,"16,57",2
12.02.2019,07:45,08:00,"35,84",17,"48,57",17
12.02.2019,08:00,08:15,"60,81",44,"98,1",52
12.02.2019,08:15,08:30,"104,8",96,"199,9",94
12.02.2019,08:30,08:45,"164,07",162,"321,11",147
12.02.2019,08:45,09:00,"222,28",250,"453,18",211
12.02.2019,09:00,09:15,"293,97",348,"591,68",281
12.02.2019,09:15,09:30,"367,36",442,"733,52",352
12.02.2019,09:30,09:45,"442,71",536,"878,71",429
12.02.2019,09:45,10:00,"521,4",620,"1013,02",526
12.02.2019,10:00,10:15,"603,37",711,"1142,3",630
12.02.2019,10:15,10:30,"676,5",810,"1266,49",709
12.02.2019,10:30,10:45,"743,76",903,"1382,77",778
12.02.2019,10:45,11:00,"802,61",988,"1498,42",847
12.02.2019,11:00,11:15,"855,81",1065,"1605,26",912
12.02.2019,11:15,11:30,"904,2",1128,"1688,24",956
12.02.2019,11:30,11:45,"938,71",1179,"1747,81",988
12.02.2019,11:45,12:00,"964,15",1222,"1786,95",1021
12.02.2019,12:00,12:15,"984,78",1259,"1805,76",1045
12.02.2019,12:15,12:30,"993,29",1290,"1801,83",1037
12.02.2019,12:30,12:45,"990,47",1307,"1774,47",1022
12.02.2019,12:45,13:00,"975,28",1305,"1732,82",1001
12.02.2019,13:00,13:15,"956,57",1301,"1681,75",974
12.02.2019,13:15,13:30,"924,16",1294,"1617,59",941
12.02.2019,13:30,13:45,"883,92",1280,"1542,16",904
12.02.2019,13:45,14:00,"832,47",1255,"1459,37",866
12.02.2019,14:00,14:15,"778,82",1220,"1372,04",823
12.02.2019,14:15,14:30,"720,03",1177,"1279,44",774
12.02.2019,14:30,14:45,"644,42",1116,"1176,46",719
12.02.2019,14:45,15:00,"560,81",1045,"1060,01",650
12.02.2019,15:00,15:15,"484,71",962,"941,77",579
12.02.2019,15:15,15:30,"410,84",867,"822,32",514
12.02.2019,15:30,15:45,"336,25",756,"695,68",445
12.02.2019,15:45,16:00,"263,06",644,"570,54",367
12.02.2019,16:00,16:15,"195,75",517,"442,56",290
12.02.2019,16:15,16:30,"131,05",376,"328,55",210
12.02.2019,16:30,16:45,"78,17",248,"220,85",147
12.02.2019,16:45,17:00,"42,45",143,"124,53",104
12.02.2019,17:00,17:15,"22,41",66,"56,84",63
12.02.2019,17:15,17:30,"0,3",22,"18,65",23
12.02.2019,17:30,17:45,0,2,"5,2",6
12.02.2019,17:45,18:00,0,0,"1,63",1
12.02.2019,18:00,18:15,0,0,0,0
12.02.2019,18:15,18:30,0,0,0,0
12.02.2019,18:30,18:45,0,0,0,0
12.02.2019,18:45,19:00,0,0,0,0
12.02.2019,19:00,19:15,0,0,0,0
12.02.2019,19:15,19:30,0,0,0,0
12.02.2019,19:30,19:45,0,0,0,0
12.02.2019,19:45,20:00,0,0,0,0
12.02.2019,20:00,20:15,0,0,0,0
12.02.2019,20:15,20:30,0,0,0,0
12.02.2019,20:30,20:45,0,0,0,0
12.02.2019,20:45,21:00,0,0,0,0
12.02.2019,21:00,21:15,0,0,0,0
12.02.2019,21:15,21:30,0,0,0,0
12.02.2019,21:30,21:45,0,0,0,0
12.02.2019,21:45,22:00,0,0,0,0
12.02.2019,22:00,22:15,0,0,0,0
12.02.2019,22:15,22:30,0,0,0,0
12.02.2019,22:30,22:45,0,0,0,0
12.02.2019,22:45,23:00,0,0,0,0
12.02.2019,23:00,23:15,0,0,0,0
12.02.2019,23:15,23:30,0,0,0,0
12.02.2019,23:30,23:45,0,0,0,0
12.02.2019,23:45,00:00,0,0,0,0
13.02.2019,00:00,00:15,0,0,0,0
13.02.2019,00:15,00:30,0,0,0,0
13.02.2019,00:30,00:45,0,0,0,0
13.02.2019,00:45,01:00,0,0,0,0
13.02.2019,01:00,01:15,0,0,0,0
13.02.2019,01:15,01:30,0,0,0,0
13.02.2019,01:30,01:45,0,0,0,0
13.02.2019,01:45,02:00,0,0,0,0
13.02.2019,02:00,02:15,0,0,0,0
13.02.2019,02:15,02:30,0,0,0,0
13.02.2019,02:30,02:45,0,0,0,0
13.02.2019,02:45,03:00,0,0,0,0
13.02.2019,03:00,03:15,0,0,0,0
13.02.2019,03:15,03:30,0,0,0,0
13.02.2019,03:30,03:45,0,0,0,0
13.02.2019,03:45,04:00,0,0,0,0
13.02.2019,04:00,04:15,0,0,0,0
13.02.2019,04:15,04:30,0,0,0,0
13.02.2019,04:30,04:45,0,0,0,0
13.02.2019,04:45,05:00,0,0,0,0
13.02.2019,05:00,05:15,0,0,0,0
13.02.2019,05:15,05:30,0,0,0,0
13.02.2019,05:30,05:45,0,0,0,0
13.02.2019,05:45,06:00,0,0,0,0
13.02.2019,06:00,06:15,0,0,0,0
13.02.2019,06:15,06:30,0,0,0,0
13.02.2019,06:30,06:45,0,0,0,0
13.02.2019,06:45,07:00,0,0,0,0
13.02.2019,07:00,07:15,0,0,"2,6",0
13.02.2019,07:15,07:30,"0,04",0,"8,08",0
13.02.2019,07:30,07:45,"2,67",9,"40,2",6
13.02.2019,07:45,08:00,"13,05",30,"120,14",47
13.02.2019,08:00,08:15,"27,14",93,238,188
13.02.2019,08:15,08:30,"44,16",197,"419,05",295
13.02.2019,08:30,08:45,"64,53",337,"643,36",412
13.02.2019,08:45,09:00,"87,77",489,"875,91",560
13.02.2019,09:00,09:15,"114,26",657,"1116,38",720
13.02.2019,09:15,09:30,"140,97",811,"1372,93",873
13.02.2019,09:30,09:45,"168,99",972,"1640,34",1038
13.02.2019,09:45,10:00,"195,69",1121,"1908,69",1199
13.02.2019,10:00,10:15,"225,02",1267,"2174,21",1358
13.02.2019,10:15,10:30,"250,55",1411,"2413,81",1486
13.02.2019,10:30,10:45,"276,85",1552,"2644,33",1605
13.02.2019,10:45,11:00,"298,05",1687,"2858,88",1711
13.02.2019,11:00,11:15,"320,74",1818,"3051,18",1805
13.02.2019,11:15,11:30,"336,5",1939,"3204,63",1883
13.02.2019,11:30,11:45,"350,05",2055,"3335,64",1950
13.02.2019,11:45,12:00,"359,38",2160,"3440,72",2005
13.02.2019,12:00,12:15,"365,2",2246,"3518,76",2049
13.02.2019,12:15,12:30,"367,64",2313,"3538,26",2078
13.02.2019,12:30,12:45,"368,07",2354,"3532,09",2092
13.02.2019,12:45,13:00,"357,76",2374,"3506,69",2092
13.02.2019,13:00,13:15,"349,65",2379,"3456,35",2077
13.02.2019,13:15,13:30,"337,21",2368,"3376,32",2044
13.02.2019,13:30,13:45,"319,87",2332,"3269,5",1994
13.02.2019,13:45,14:00,"297,64",2276,"3138,34",1928
13.02.2019,14:00,14:15,"274,52",2197,"2979,23",1847
13.02.2019,14:15,14:30,"251,61",2096,"2792,72",1749
13.02.2019,14:30,14:45,"239,47",1958,"2578,59",1632
13.02.2019,14:45,15:00,"211,68",1802,"2349,3",1503
13.02.2019,15:00,15:15,"182,11",1635,"2104,01",1362
13.02.2019,15:15,15:30,"154,18",1461,"1846,85",1210
13.02.2019,15:30,15:45,"127,39",1269,"1578,31",1048
13.02.2019,15:45,16:00,"101,52",1085,"1311,41",885
13.02.2019,16:00,16:15,"77,17",882,"1043,21",726
13.02.2019,16:15,16:30,"56,64",668,"779,34",571
13.02.2019,16:30,16:45,"37,76",460,"527,96",426
13.02.2019,16:45,17:00,"21,55",264,"306,26",279
13.02.2019,17:00,17:15,"11,22",129,"137,93",158
13.02.2019,17:15,17:30,"0,43",42,"45,22",66
13.02.2019,17:30,17:45,0,4,"14,16",16
13.02.2019,17:45,18:00,0,0,"4,55",3
13.02.2019,18:00,18:15,0,0,0,0
13.02.2019,18:15,18:30,0,0,0,0
13.02.2019,18:30,18:45,0,0,0,0
13.02.2019,18:45,19:00,0,0,0,0
13.02.2019,19:00,19:15,0,0,0,0
13.02.2019,19:15,19:30,0,0,0,0
13.02.2019,19:30,19:45,0,0,0,0
13.02.2019,19:45,20:00,0,0,0,0
13.02.2019,20:00,20:15,0,0,0,0
13.02.2019,20:15,20:30,0,0,0,0
13.02.2019,20:30,20:45,0,0,0,0
13.02.2019,20:45,21:00,0,0,0,0
13.02.2019,21:00,21:15,0,0,0,0
13.02.2019,21:15,21:30,0,0,0,0
13.02.2019,21:30,21:45,0,0,0,0
13.02.2019,21:45,22:00,0,0,0,0
13.02.2019,22:00,22:15,0,0,0,0
13.02.2019,22:15,22:30,0,0,0,0
13.02.2019,22:30,22:45,0,0,0,0
13.02.2019,22:45,23:00,0,0,0,0
13.02.2019,23:00,23:15,0,0,0,0
13.02.2019,23:15,23:30,0,0,0,0
13.02.2019,23:30,23:45,0,0,0,0
13.02.2019,23:45,00:00,0,0,0,0
14.02.2019,00:00,00:15,0,0,0,0
14.02.2019,00:15,00:30,0,0,0,0
14.02.2019,00:30,00:45,0,0,0,0
14.02.2019,00:45,01:00,0,0,0,0
14.02.2019,01:00,01:15,0,0,0,0
14.02.2019,01:15,01:30,0,0,0,0
14.02.2019,01:30,01:45,0,0,0,0
14.02.2019,01:45,02:00,0,0,0,0
14.02.2019,02:00,02:15,0,0,0,0
14.02.2019,02:15,02:30,0,0,0,0
14.02.2019,02:30,02:45,0,0,0,0
14.02.2019,02:45,03:00,0,0,0,0
14.02.2019,03:00,03:15,0,0,0,0
14.02.2019,03:15,03:30,0,0,0,0
14.02.2019,03:30,03:45,0,0,0,0
14.02.2019,03:45,04:00,0,0,0,0
14.02.2019,04:00,04:15,0,0,0,0
14.02.2019,04:15,04:30,0,0,0,0
14.02.2019,04:30,04:45,0,0,0,0
14.02.2019,04:45,05:00,0,0,0,0
14.02.2019,05:00,05:15,0,0,0,0
14.02.2019,05:15,05:30,0,0,0,0
14.02.2019,05:30,05:45,0,0,0,0
14.02.2019,05:45,06:00,0,0,0,0
14.02.2019,06:00,06:15,0,0,0,0
14.02.2019,06:15,06:30,0,0,0,0
14.02.2019,06:30,06:45,0,0,0,0
14.02.2019,06:45,07:00,0,0,0,0
14.02.2019,07:00,07:15,0,0,"3,25",1
14.02.2019,07:15,07:30,"0,26",0,"11,44",2
14.02.2019,07:30,07:45,"8,42",12,"55,55",10
14.02.2019,07:45,08:00,"52,68",41,"164,7",70
14.02.2019,08:00,08:15,"97,42",139,"346,71",162
14.02.2019,08:15,08:30,"156,99",284,"595,34",303
14.02.2019,08:30,08:45,"215,79",460,"873,32",443
14.02.2019,08:45,09:00,"293,04",670,"1176,3",609
14.02.2019,09:00,09:15,"381,05",911,"1492,85",791
14.02.2019,09:15,09:30,"474,44",1138,"1816,97",949
14.02.2019,09:30,09:45,"573,91",1375,"2151,87",1110
14.02.2019,09:45,10:00,"677,17",1601,"2478,09",1258
14.02.2019,10:00,10:15,"776,01",1822,"2798,51",1397
14.02.2019,10:15,10:30,"878,29",2047,"3088,94",1527
14.02.2019,10:30,10:45,"976,6",2262,"3364,6",1647
14.02.2019,10:45,11:00,"1065,38",2469,"3633,07",1758
14.02.2019,11:00,11:15,"1150,65",2667,"3876,85",1857
14.02.2019,11:15,11:30,"1229,05",2837,"4083,86",1944
14.02.2019,11:30,11:45,"1293,43",2998,"4267,11",2025
14.02.2019,11:45,12:00,"1338,49",3140,"4427,21",2098
14.02.2019,12:00,12:15,"1377,87",3247,"4566,83",2160
14.02.2019,12:15,12:30,"1407,66",3327,"4668,37",2209
14.02.2019,12:30,12:45,"1425,86",3369,"4736,11",2244
14.02.2019,12:45,13:00,"1420,25",3384,"4775,58",2264
14.02.2019,13:00,13:15,"1410,37",3379,"4773,51",2267
14.02.2019,13:15,13:30,"1385,68",3349,"4729,66",2250
14.02.2019,13:30,13:45,"1347,41",3286,"4641,14",2215
14.02.2019,13:45,14:00,"1294,24",3194,"4517,65",2161
14.02.2019,14:00,14:15,"1236,81",3075,"4344,51",2086
14.02.2019,14:15,14:30,"1159,09",2921,"4122,23",1988
14.02.2019,14:30,14:45,"1074,77",2721,"3841,16",1868
14.02.2019,14:45,15:00,"960,23",2491,"3523,6",1732
14.02.2019,15:00,15:15,"850,61",2251,"3180,76",1582
14.02.2019,15:15,15:30,"733,84",2023,"2818,02",1419
14.02.2019,15:30,15:45,"613,27",1771,"2431,77",1246
14.02.2019,15:45,16:00,"491,83",1533,"2042,92",1069
14.02.2019,16:00,16:15,"382,99",1261,1647,890
14.02.2019,16:15,16:30,"280,91",945,"1243,73",706
14.02.2019,16:30,16:45,"184,17",659,"852,6",526
14.02.2019,16:45,17:00,"102,08",401,"504,11",359
14.02.2019,17:00,17:15,49,206,"233,67",213
14.02.2019,17:15,17:30,"1,94",66,"79,71",99
14.02.2019,17:30,17:45,0,8,"24,78",32
14.02.2019,17:45,18:00,0,0,"7,48",6
14.02.2019,18:00,18:15,0,0,0,0
14.02.2019,18:15,18:30,0,0,0,0
14.02.2019,18:30,18:45,0,0,0,0
14.02.2019,18:45,19:00,0,0,0,0
14.02.2019,19:00,19:15,0,0,0,0
14.02.2019,19:15,19:30,0,0,0,0
14.02.2019,19:30,19:45,0,0,0,0
14.02.2019,19:45,20:00,0,0,0,0
14.02.2019,20:00,20:15,0,0,0,0
14.02.2019,20:15,20:30,0,0,0,0
14.02.2019,20:30,20:45,0,0,0,0
14.02.2019,20:45,21:00,0,0,0,0
14.02.2019,21:00,21:15,0,0,0,0
